# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
2.200249999999992,127.60460545532112,78.77992347557843,82.68916248056419,-30.375796108512183,31.38335123342401,34.069359863240905,0.002327087790547,34.0693599427161,89.9960864451436,25.12411687839301,7.888329697379052,-6.985850389523439e-6,4.373913483474667,0.024643142755028,68.75159592211487,89.99447120005536
2.210249999999992,128.39089274700828,78.47819290254571,82.3768003717268,-29.976242753145222,31.154451978390778,34.320196200188825,0.002356392928308,34.3201962810827,89.99606612477776,25.042173991771406,8.48673956701663,-6.996132581288504e-6,-3.646217867458375,-0.014570363743124,68.79338713167823,89.99390326246419
2.220249999999992,129.17418191707552,78.180203978441,82.06637064781408,-29.63438050119878,30.954773502970568,34.570185077148835,0.002385936810574,34.570185159484154,89.99604560667208,24.954857186402787,8.944355478757451,-6.783864549354091e-6,-1.040463628849645,-0.017356257231938,68.81814745005032,89.99333910893003
2.230249999999991,129.95450685656516,77.88519666994443,81.75772865754483,-29.383690813742774,30.780922631236887,34.81928154944896,0.002415832036341,34.81928163325661,89.99602470317271,24.864077198335835,9.168637422897675,-6.539190109897899e-6,2.810522735938529,-0.011531877730585,68.80996821597486,89.99301893737514
2.239723174503909,130.69101091682967,77.60758083086864,81.46684495344633,-29.242631745668188,30.634941735773452,35.0544115402512,0.002444522569404,35.054411625485706,89.99600447362344,24.77721179328,9.130615737258543,-6.247286725159498e-6,6.854290653458502,-0.018005380922207,68.76416259082237,89.9929840302547
2.249225363098318,131.42713369366288,77.33002533082806,81.17638772249464,-29.189839818132008,30.5059242406649,35.28944033445673,0.002473655850472,35.28944042115367,89.99598378328972,24.691559408151353,8.863671088718348,-6.31057855730671e-6,10.538741092245955,-0.013737518067495,68.68095627708209,89.99312824513385
2.259225363098318,132.19897371145782,77.03788262123588,80.87197923438752,-29.2497558823414,30.398056815788987,35.53592190904685,0.002504648086242,35.53592199731334,89.99596167042925,24.605724263347547,8.276088387600137,-5.984088289811282e-6,13.145211660067034,-0.02956549485078,68.56107824921196,89.99343477591462
2.269225363098317,132.96788849072672,76.74492524117977,80.56873440177732,-29.342353249044667,30.31512023442794,35.781576422071566,0.002535894487018,35.781576511932904,89.99593936137865,24.52625965837156,7.617927581442361,-5.75418387129101e-6,-13.808785155616235,-0.121453133667097,68.42466033693377,89.99372809836355
2.279225363098317,133.73386917435835,76.4510937072676,80.26660029964646,-29.417346839915076,30.243239201495406,36.0264686578142,0.002567311325711,36.026468749289826,89.99591699911505,24.453167374100893,7.019488749118915,-5.442254172689574e-6,-12.514947317800655,-0.008111938343657,68.29154985155279,89.99404330914415
2.289225363098317,134.49690864340573,76.15678106406135,79.96561400933129,-29.43238035199894,30.15937351273751,36.27065755050772,0.002598836033966,36.27065764361258,89.99589468881476,24.38532595332667,6.582005583109118,-5.839257464280001e-6,-9.637337343159288,-9.126589034432689e-4,68.1797267466556,89.99422601640475
2.299225363098317,135.25700565555087,75.86274936281477,79.66590268622062,-29.357931048656578,30.041359094240175,36.51418626522695,0.00263041337003,36.514186359971966,89.99587251970722,24.32075882708271,6.371431610824432,-7.093139199190965e-6,-5.823616028955974,0.003699587022955,68.10198818000704,89.9942726902547
2.309150039871078,136.00847562554125,75.57219888522523,79.36989427361793,-29.17738588533399,29.877444567465854,36.7552481609089,0.002661788053997,36.755248257291264,89.99585068177151,24.257429226058786,6.429762575733864,-5.929628579287572e-6,-1.914284014648141,0.006306241330527,68.06384714308841,89.99418157318722
2.319150039871078,136.7627429056755,75.28169943483182,79.07328211975958,-28.91091464201247,29.6767060744237,36.997497190127405,0.002693458567317,36.997497288170784,89.9958288041179,24.191934097850318,6.698201101042378,-6.170000191880866e-6,1.349638765387122,-9.526934316150237e-4,68.06185470622601,89.99416862604515
2.329150039871077,137.51411956648346,74.99416208579122,78.7784466696718,-28.59090646103739,29.459963913900634,37.23907519992258,0.002725179468839,37.239075299637776,89.99580705802002,24.12300380832368,7.102784069964235,-6.025443759619794e-6,3.36701625947426,-2.355339549607495e-4,68.08662826273027,89.99413444395017
2.339150039871077,138.26263727470968,74.70993284326548,78.48543472108867,-28.255827998317706,29.247522833967302,37.479942529963516,0.002756953266606,37.47994263136164,89.99578543147231,24.04972760579698,7.551541303133021,-5.908571372803587e-6,-3.81193246539227,-0.012372674840256,68.12385088734912,89.99404211134237
2.349150039871077,139.00832922176093,74.4289742029529,78.19421354196132,-27.942197214775547,29.052275330690883,37.720055087439476,0.002788791479758,37.72005519053262,89.99576389851312,23.972126116429827,7.954138338051438,-6.069228885729118e-6,-2.704956080380521,-0.006083565623295,68.15761813925137,89.99394687528297
2.359150039871077,139.75122511470784,74.15049242423568,77.90466253938155,-27.768101976244072,28.891765247235792,37.959377284346225,0.002820710831352,37.95937738914786,89.99574242684871,23.892277384508287,7.979136027057804,-6.278975957719147e-6,-0.713994085331707,-0.008988789107149,68.17493171223717,89.99374739378659
2.369150039871077,140.49134377579728,73.87343507107481,77.61663837048354,-27.6508302880633,28.74670488193663,38.19790260065201,0.002852739642817,38.197902707177796,89.9957209707824,23.812982650943038,7.861591820355494,-5.965304106146162e-6,1.289620846908605,-0.007823561865597,68.17189744210589,89.9935789957128
2.379150039871076,141.22869699594236,73.59733726546305,77.33004846821684,-27.574445876595362,28.61459062269637,38.43564262710321,0.002884905109021,38.43564273537092,89.99569948944692,23.735381680740897,7.644915375804748,-6.261565421198009e-6,2.938581627074751,-0.017059600097632,68.15032358353926,89.99333190735125
2.389150039871076,141.96329253342347,73.32185413337353,77.04481874574253,-27.525202814493365,28.49341648648506,38.67261872125394,0.002917249859906,38.67261883128459,89.9956779212278,23.660300125074794,7.364644804286559,-6.385806339431871e-6,3.943932993725233,-0.024655874386124,68.11530516342083,89.99316977671643
2.399150039871076,142.69513546411383,73.04680028001994,76.76090173324786,-27.485623351359703,28.379191995797182,38.90885852357686,0.002949801465098,38.90885863539367,89.99565622892983,23.58815388605507,7.065341274242118,-6.398173629906412e-6,-4.165152695323064,-0.087902667988412,68.07410519040542,89.99309742160446
2.409150039871076,143.4242295092433,72.77204972402396,76.47827216073806,-27.46285640595721,28.27327545086628,39.1443926829074,0.00298255594647,39.14439279653338,89.99563442281637,23.519245133636982,6.720834973895191,-6.400167764241907e-6,-3.506504935546606,-0.010284995140523,68.03496612024257,89.99310939591871
2.419150039871076,144.150577515359,72.49763647774137,76.19693917664041,-27.413658965007652,28.16127475520387,39.37925410663323,0.003015497240003,39.37925422209026,89.99561253079656,23.453491105374965,6.445827952120533,-6.376948217826057e-6,-2.008776129393964,-0.011925935865869,68.00681853217425,89.9933046789137
2.429150039871075,144.87418452689906,72.2239210251584,75.91696130710088,-27.321681259211406,28.034112463523627,39.6134700021654,0.003048571604833,39.613470119471316,89.99559063404074,23.389960364556703,6.279904042861405,-6.344329693375868e-6,0.033429742839647,-0.013540182162145,67.9966576310749,89.99365384808357
2.439150039871075,145.59505978678015,71.95136485764662,75.63841924203037,-27.181811948199766,27.887660530669194,39.8470568595559,0.003081699618005,39.84705697872245,89.99556884760376,23.32748508851661,6.234637847264984,-6.682330933755818e-6,2.226135452254847,-0.018085388995318,68.00798904314966,89.99398056092136
2.449150039871075,146.31321724621736,71.68043231719022,75.36139391408533,-26.998399691071523,27.72359997941518,40.08001929119491,0.003114797674762,40.080019412227344,89.99554728855928,23.26489448707317,6.299556328804322,-6.454157553882419e-6,4.182475846778877,-0.020644006012619,68.04036422137241,89.99422291822542
2.459150039871075,147.02867535890212,71.4115694628008,75.08595144977443,-26.7697689576477,27.54409124547739,40.31235044147015,0.003147812183639,40.312350564369474,89.99552602737177,23.201031269697015,6.485093098278997,-6.699456862894114e-6,5.541593152837856,-0.038180091228605,68.08964012923252,89.99433908109242
2.469150039871074,147.74145659639154,71.14507754619295,74.81212242546029,-26.528467291122112,27.363396793114134,40.544032784111295,0.003180716382397,40.544032908876346,89.99550509380418,23.135073000711458,6.707898869338528,-6.768932059699516e-6,5.91878142990301,-1.109048701928229,68.1482117053005,89.99432339824048
2.479150039871074,148.45158491998774,70.88097309599908,74.53988999203426,-26.295192494218746,27.189610428091484,40.775044454923226,0.003213504263082,40.77504458155227,89.9954844872936,23.06692118573313,6.916485156737004,-6.716131281911412e-6,-5.610942738450795,-0.042727483454593,68.20709938243205,89.99427554589155
2.489150039871074,149.1590835138048,70.61909109138809,74.26920598357593,-26.086383533051805,27.027185228386053,41.0053649612648,0.00324619086033,41.0053650897572,89.99546417802696,22.996933075022486,7.068899174271262,-6.486823215283575e-6,-4.415393707366235,-0.024567067805617,68.25779385874347,89.99407490794285
2.499150039871074,149.86397315537658,70.35912322540382,74.00000173156994,-25.9137553081189,26.87785279739257,41.23497933505085,0.003278816985216,41.23497946540912,89.99544410164182,22.925837721330804,7.13416125618443,-6.456341733759826e-6,-2.682222572217441,-0.018233334122998,68.29360367571887,89.99371041408472
2.509150039871074,150.56627143144482,70.10078836816203,73.7322056081658,-25.759109610132935,26.737202573425627,41.46388011150626,0.003311448328085,41.463880243738096,89.99542416164716,22.85426905431445,7.165631412901112,-6.097814718795985e-6,-0.619139457649633,-0.017323289712033,68.31033049017462,89.9933043124422
2.519150039871073,151.26599340505555,69.84379203408565,73.4657436686467,-25.647373055829373,26.609777956800986,41.692065295880155,0.003344163334869,41.69206542999954,89.99540424674768,22.782892860361155,7.091723221147964,-6.60914178309227e-6,1.537176186267575,-0.016152510780758,68.30566812928932,89.9928379784205
2.529150039871073,151.96315028690586,69.58770330921666,73.20053659940316,-25.576315546480377,26.495276736866728,41.91954218327858,0.003377041817392,41.91954231930596,89.99538424722982,22.71277408395984,6.917497555476071,-6.744554717158048e-6,3.434214500742731,-0.023114647309382,68.28047684158068,89.9924719059449
2.539150039871073,152.65774927176548,69.33216280365153,72.93651594659022,-25.535701548088134,26.392422277400122,42.14632796150855,0.003410146792866,42.14632809946957,89.99536407967732,22.644790999149635,6.669925045723947,-6.69711305981763e-6,4.797446876206521,-0.029093219781359,68.23877598602107,89.99224274366682
2.549150039871073,153.34979454455674,69.076934437226,72.67363085829663,-25.51129582816772,26.29844274498548,42.372447066046526,0.00344350472172,42.37244720596911,89.99534371270687,22.57949846394173,6.386068898703772,-6.633068735085689e-6,5.420069238567426,-0.117083187447388,68.1870271963122,89.99223518736495
2.559150039871073,154.03928922465974,68.82210088116835,72.41186511617063,-25.452696416808873,26.198041105926983,42.59792599376364,0.003477104788899,42.59792613567498,89.99532316599367,22.516585884737825,6.204643656295232,-6.618984708435137e-6,-5.398283890306584,-0.09615364249597,68.13252744787502,89.99238067467411
2.569150039871072,154.72623869303976,68.56790844507238,72.15122696243178,-25.384107403554804,26.095795441960345,42.82278428243045,0.003510906239952,42.82278442635456,89.99530249812723,22.4553219449759,6.052902698163291,-6.680787058967358e-6,-4.959951217093201,-0.026039756872582,68.08042700156679,89.99279041678247
2.579150039871072,155.41064986811938,68.31446413594568,71.89172515224698,-25.30211439326267,25.989474630837567,43.04703696214557,0.00354481982893,43.04703710809925,89.99528183054618,22.395404331800105,5.937659371941058,-6.646279004694478e-6,-4.199683251811488,-0.00884704462441,68.03443226759511,89.99328316851366
2.589150039871072,156.09253098318007,68.06192544684251,71.63337928003122,-25.202576964286777,25.876837104038625,43.270695477731465,0.003578745199416,43.27069562572328,89.9952612965161,22.33641268299942,5.868629556221083,-6.350220124599092e-6,-3.258501957167438,-2.14454092167538e-4,67.99705765806887,89.9937942573347
2.599150039871072,156.77189200204072,67.81047531538005,71.37621445881061,-25.08443907244588,25.757102604518774,43.49376671080093,0.003612588363071,43.493766860831556,89.99524101770209,22.277868568881484,5.848012568425144,-6.530327181801025e-6,-2.28471745090429,0.005272568187513,67.96937760639369,89.99421430722181
2.609150039871071,157.44874533941098,67.56048128025213,71.1202687963041,-24.910280488474434,25.61844427165698,43.71625103198557,0.003646264279337,43.71625118404851,89.99522110087713,22.218775907759827,5.981856976351423,-6.434798111072037e-6,-1.593668763612381,0.028933360444938,67.9504250775149,89.99447828189037
2.619150039871071,158.12310767645306,67.31228637677802,70.86556870661794,-24.72917853383132,25.479212880776675,43.93813707792229,0.003679736958399,43.93813723200784,89.99520158543434,22.158179772783914,6.136612914778986,-6.447146203984751e-6,1.491827035310922,0.062240286550462,67.93547045758001,89.9944946174589
2.629150039871071,158.794997028427,67.06587075059926,70.61210047708073,-24.556125655067774,25.344948095610082,44.159409607244484,0.0037130051636,44.159409763342666,89.9951824644719,22.096101788534074,6.274000859235783,-6.371674040160625e-6,1.972625003591288,0.005092860877138,67.91858689471134,89.99424849018307
2.639150039871071,159.46443061711332,66.821104691148,70.35983228611019,-24.400626769347316,25.21846530974486,44.380055089814284,0.003746120351153,44.380055247919294,89.99516366339056,22.032838382382657,6.370275177872316,-6.329830692129689e-6,2.937667008419783,-0.014644542660049,67.8943682412177,89.99370164380299
2.649150039871071,160.1314239355792,66.57777715364269,70.10871941796704,-24.269124874339276,25.101167023127434,44.60006404120584,0.00377918862612,44.600064201320706,89.99514503930887,21.96888999715556,6.409224895154385,-6.429343561724824e-6,4.217138038065746,-0.034496925830853,67.8587694239169,89.99293005779387
2.65915003987107,160.79598980568755,66.33553911384246,69.85870419968187,-24.183676180412263,24.99826725617399,44.81943348207616,0.003812355642297,44.81943364421626,89.99512640230344,21.905131885805325,6.329547551923529,-6.705818808522978e-6,5.527165993611645,-0.050953987004551,67.8099127244425,89.99208030873189
