# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
0.02,0.003768288796933,0.003768288796933,0.640931076004903,0.644687257818557,72.70942985475841,73.05643613859984,4.483957992524798e-4,0,4.483957992524798e-4,90,0.069491123208702,7.112079264834023,28.610000000000003,-80.59999999540062,68.27041082079221,0,0,0,85,90,2688.0335880541234,834.8723561851052,0.632037898789084,0.00719834059339,9.792177290888795,NaN,134.5909375199492,NaN,222.5921428571429,8.456601607291985,0.002741911645179,1.045501536944403,0.588719473315685,0.336776501163259,0.120005562465459,0.111377045382923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.062841931889699,90,14.999975506122837,1013.2495580428741,0.001224999033161,340.38888515671044,0.006541268672011,3.087308837934132e5,10.16,81.07319665559963,0.002,0.0129351,0
0.022,0.005201072659234,0.005201072659234,0.794604284054369,0.799077473907416,80.96392313309622,81.34156670774512,6.020804052409679e-4,0,6.020804052409679e-4,90,0.084432464542389,7.829024547709373,28.610000000000003,-80.59999999382423,64.65894775174523,0,0,0,85,90,2687.876823672634,834.7155918036158,0.63198022084816,0.007198312296684,9.792177286484439,NaN,134.58741692152162,NaN,244.8513571428572,9.30280430573958,0.004350372610591,1.042046374434997,0.585257263588897,0.336783247898519,0.120005862947581,0.167656378523421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.058941112317797,90,14.999966193027717,1013.249390001338,0.001224998869594,340.38887951297477,0.006715623335105,3.169599313888907e5,10.16,81.07319665559963,0.002,0.0149195,0
0.024,0.006957712498194,0.006957712498194,0.964787336785174,0.970039426589573,89.21926877704504,89.62747659122189,7.870805839146176e-4,0,7.870805839146176e-4,90,0.100806170035364,8.544392254538835,28.610000000000003,-80.59999999192661,60.89046455378073,0,0,0,85,90,2687.720059291145,834.5588274221262,0.631922536243421,0.007198283999979,9.792177281084555,NaN,134.58389591240814,NaN,267.1105714285715,10.149105717482277,0.006643945288371,1.037795297159819,0.580997289784493,0.336791748314221,0.120006259061106,0.239842742195905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.055040292745895,90,14.99995477486874,1013.2491839769232,0.001224998669056,340.38887259357045,0.006938776829589,3.274921451894987e5,10.16,81.07319665559963,0.002,0.0167724,0
0.026,0.009071229684725,0.009071229684725,1.151481904150163,1.157574453558615,97.4754319972671,97.91408400865674,0.001006257699203,0,0.001006257699203,90,0.118608768420554,9.257861750990257,28.610000000000003,-80.59999998967842,57.045179600031624,0,0,0,85,90,2687.5632949096553,834.4020630406368,0.631864844973699,0.007198255703273,9.792177274587637,NaN,134.5803744925368,NaN,289.36978571428585,10.99550586016574,0.009791211668126,1.032755799907138,0.575946907928007,0.336802122150523,0.120006769828608,0.326789878844942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.051139473173992,90,14.999941037007034,1013.2489360967761,0.001224998427777,340.38886426842623,0.007216342887801,3.405924757335189e5,10.16,81.07319665559963,0.002,0.0173558,0
0.028,0.011574648860538,0.011574648860538,1.354689587487252,1.361683764506079,105.73237947736871,106.20131232834638,0.001262465513311,0,0.001262465513311,90,0.137836120349735,9.969085731233115,28.610000000000003,-80.5999999870504,53.20216249332514,0,0,0,85,90,2687.4065305281656,834.2452986591474,0.63180714703783,0.007198227406568,9.792177266892164,NaN,134.57685266183577,NaN,311.629,11.842004751474818,0.013963018223468,1.026980790984928,0.570158949066433,0.336814425797953,0.120007416120542,0.4254146903878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.04723865360209,90,14.999924764782406,1013.2486424876598,0.001224998141987,340.3888544074581,0.007552951813136,3.564794575069603e5,10.16,81.07319665559963,0.002,0.0179338,0
0.03,0.014495838153083,0.014495838153083,1.566672382090754,1.574600034245619,106.25041058377846,106.72006016661146,0.001558097545485,0,0.001558097545485,90,0.15780657476919,10.001074579447362,28.610000000000003,-80.599999984018,49.558504732296385,0,0,0,85,90,2687.07280991684,833.9115780478212,0.631684297246931,0.007198167168433,9.792177257912474,NaN,134.56935400673194,NaN,312.98964406779663,11.895186823114836,0.019121328187008,1.020792896992869,0.563956576664005,0.336828130293514,0.120008190035349,0.527524197059123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043337834030187,90,14.999905777051993,1013.24829988111,0.001224997808503,340.3888429008935,0.007937271062473,3.746182200810066e5,10.16,81.07319665559963,0.002,0.018484,0
0.032,0.017842029080716,0.017842029080716,1.779691215406842,1.788554616693155,106.768420187023,107.23862357846505,0.00189373328583,0,0.00189373328583,90,0.177839238353398,10.031292926189586,28.610000000000003,-80.59999998057525,46.24781727524423,0,0,0,85,90,2686.7390893055135,833.5778574364949,0.631561417229798,0.007198106930297,9.792177247626336,NaN,134.56185348880805,NaN,314.35028813559325,11.948382107963724,0.025098084654798,1.014537529386173,0.557685892499551,0.336842567072985,0.120009069813636,0.625248259345541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039437014458285,90,14.999884026811003,1013.2479074289906,0.001224997426502,340.3888297202475,0.008352711966667,3.942258183984649e5,10.16,81.07319665559963,0.002,0.019129,0
0.034,0.021615317220005,0.021615317220005,1.993775455259008,2.003542903019761,107.34488651850667,107.75492654611644,0.002269224608338,0,0.002269224608338,90,0.197594529902993,9.391460657846125,28.610000000000003,-80.59999997672368,43.24100321851583,0,0,0,85,90,2686.4053686941875,833.2441368251689,0.631438506975164,0.007198046692162,9.792177236027308,NaN,134.55435110736983,NaN,315.71093220338986,12.001590610974336,0.031862877791571,1.008319505686639,0.551451912967364,0.336857537341771,0.120010055377503,0.715973723288319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.035536194886383,90,14.999859500438049,1013.2474648855256,0.001224996995743,340.38881485726546,0.008794831306802,4.150925408697666e5,10.16,81.07319665559963,0.002,0.0224729,0
0.036,0.025817902182322,0.025817902182322,2.208981634509033,2.219558203059199,107.8612688846624,108.27328140902112,0.002683226709948,0,0.002683226709948,90,0.216422630908099,9.436638260929444,28.610000000000003,-80.59999997247711,40.50231857812449,0,0,0,85,90,2686.071648082861,832.9104162138425,0.63131556647176,0.007197986454026,9.792177223108627,NaN,134.5468468617227,NaN,317.0715762711865,12.054812337102524,0.039384135435266,1.0022206578528,0.545336650532896,0.336872862085369,0.120011145234536,0.79844091208866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.03163537531448,90,14.999832183635817,1013.2469719927375,0.001224996515976,340.3887983032833,0.009259188590369,4.370088045450828e5,10.16,81.07319665559963,0.002,0.0255184,0
0.038,0.030451932174752,0.030451932174752,2.425220439963978,2.436612321236419,108.37751502678204,108.79149952753603,0.003134975360628,0,0.003134975360628,90,0.235341074999794,9.481803945953905,28.610000000000003,-80.59999996784335,38.01921387356638,0,0,0,85,90,2685.7379274715345,832.5766956025165,0.631192595708309,0.007197926215889,9.792177208863691,NaN,134.53934075117184,NaN,318.4322203389831,12.108047291306551,0.047618627616192,0.99625910404931,0.539358259914912,0.33688849853719,0.120012345597207,0.871516639603253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.027734555742577,90,14.999802062440892,1013.2464284986778,0.001224995986954,340.38878004983917,0.009745056816806,4.599402932800499e5,10.16,81.07319665559963,0.002,0.026322,0
0.04,0.035519472186374,0.035519472186374,2.642491612796481,2.654704458987954,108.89363845693335,109.30959446534283,0.003624651223512,0,0.003624651223512,90,0.25434983953362,9.526958895072259,28.610000000000003,-80.59999996282055,35.76576403006034,0,0,0,85,90,2685.4042068602084,832.2429749911902,0.631069594673531,0.007197865977752,9.79217719328615,NaN,134.53183277502183,NaN,319.7928644067797,12.161295478546966,0.056529793478973,0.990467642508632,0.533549630338268,0.336904354194077,0.120013657976287,0.935195078225821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.023833736170675,90,14.99976912343078,1013.2458341611577,0.001224995408443,340.388760088799,0.01024994419754,4.837693975627919e5,10.16,81.07319665559963,0.002,0.0305528,0
